"","con1","con2","treat1","treat2","con3","con4","treat3","treat4"
"AL391280.2",26,25,24,16,27,26,19,19
"LINC01285",232,172,142,142,407,321,260,195
"AL772284.1",92,97,88,70,100,106,140,98
"AL772284.2",43,27,32,42,26,33,40,24
"SLC25A43",886,710,821,663,1302,1214,1083,831
"SLC25A5-AS1",1118,914,1177,1063,1242,1187,1512,1112
"SOWAHD",801,651,1103,965,838,769,1299,942
"RPL39",300,218,208,209,289,283,270,214
"NDUFA1",371,330,445,432,306,261,478,376
"ZBTB33",254,180,184,183,301,230,245,169
"ATP1B4",2198,1975,2728,2328,2685,2553,3115,2231
"LAMP2",212,167,139,182,73,83,102,78
"AC008162.2",45,38,46,61,28,38,51,54
"CT47A10",637,397,794,992,542,465,885,731
"AL670379.10",2171,2036,2011,1737,2722,2498,2252,1757
"CT47A9",42,41,35,35,44,45,42,35
"CT47A8",1357,1052,1593,1631,1729,1416,1920,1427
"AL670379.2",116,86,118,134,128,113,139,111
"AL670379.12",632,498,809,787,616,543,797,571
"CT47A5",18,13,16,17,13,23,15,13
"AL670379.5",1972,1535,2279,2258,1808,1668,2315,1943
"TPT1P13",664,491,689,640,745,647,804,614
"CHCHD2P1",2833,2365,3342,3142,2878,2623,3570,2643
"XIAP",374,272,346,420,345,283,440,381
"Z85995.1",19,13,37,28,22,15,34,20
"AL008707.1",85,69,75,68,39,53,67,57
"TEX13C",578,520,515,417,519,488,510,370
"AL645820.1",332,308,198,144,361,303,255,185
"AL445072.1",70,46,36,38,34,32,46,26
"DCAF12L2",297,221,394,378,286,257,452,315
"MTND4P24",362,313,358,266,405,360,412,293
"DCAF12L1",1662,1488,1617,1252,1362,1271,1440,1124
"Z82209.2",208,193,165,134,147,180,188,138
"AL591643.1",1844,1654,2155,1932,1560,1342,1964,1417
"BTG3P1",586,449,605,638,578,485,679,474
"AL442647.1",7239,5688,5109,5150,5804,4759,5575,4183
"RPS26P56",1223,857,1042,1074,1298,1067,1124,830
"SMARCA1",402,296,697,599,344,296,702,498
"SALL4P2",24,16,17,19,29,26,13,12
"ELF4",122,111,53,70,91,90,113,79
"RNU6-1130P",31,22,33,38,9,9,29,24
"AL035423.1",605,439,585,612,684,540,566,425
"GPR119",74,66,121,99,94,81,120,86
"RBMX2",54,54,32,33,48,51,38,23
"OR11Q1P",205,150,195,190,218,170,231,159
"IGSF1",84,57,41,49,94,100,56,47
"OR2AF1P",142,134,160,136,100,99,144,98
"MCRIP2P1",1206,1076,1290,1130,1222,1159,1207,942
"RNA5SP514",13180,9368,16613,19694,12919,10375,17061,14632
"RAP2C-AS1",531,371,588,604,515,457,686,566
"MBNL3",446,332,366,399,530,453,469,417
"RNU6-98P",24,24,26,25,17,18,29,15
"Z77249.2",40,32,39,35,23,26,40,44
"RNU1-115P",970,776,922,785,858,778,953,760
"GPC4",142,120,101,82,167,125,98,80
"AC002407.1",1221,963,1130,1077,1082,967,1197,960
"MIR92A2",425,354,400,435,488,448,555,434
"MIR19B2",169,134,94,82,159,145,98,78
"FO393409.1",221,187,259,254,213,157,263,206
"PHF6",148,89,126,119,114,99,132,112
"HPRT1",3001,2364,3159,3102,4981,4379,3940,3064
"MIR450B",732,660,699,570,748,685,797,574
"MIR450A1",58,38,43,37,49,36,44,34
"MIR450A2",37,34,34,26,34,47,47,23
"PLAC1",173,144,187,172,208,170,210,188
"RNU6-616P",629,453,545,546,535,391,584,389
"LINC02243",227,183,212,204,236,189,227,163
"HMGB3P31",1141,956,1089,948,1164,1098,1150,929
"RTL8A",2343,2016,3022,2585,4044,3564,4190,3237
"SMIM10L2B-AS1",413,373,377,312,331,279,347,277
"CT55",1168,844,1545,1696,1478,1353,1799,1510
"ETDC",965,816,1228,1210,825,789,1115,876
"SMIM10L2A",3205,2635,2425,2178,2465,2071,2586,2056
"INTS6L",1216,965,1884,1842,1292,1099,2006,1426
"CT45A3",176,168,175,195,256,203,260,202
"CT45A10",876,738,1097,873,609,605,758,683
"SAGE1",548,399,678,725,642,581,809,576
"E2F6P4",46,56,45,70,63,66,74,66
"MAP7D3",201,184,223,213,178,160,260,194
"ADGRG4",55,41,23,22,92,55,29,22
"BRS3",389,292,391,444,506,378,500,385
"LINC00892",126,125,104,103,91,54,91,87
"CD40LG",332,258,317,331,399,382,391,271
"AL683813.1",21,12,13,12,14,11,24,11
"SRRM1P3",530,441,713,607,462,451,569,444
"ZFYVE9P1",640,455,687,663,661,539,654,550
"RN7SKP31",464,446,303,208,543,474,421,321
"MAGEA13P",13,13,18,8,18,21,10,19
"KRT8P6",594,556,377,275,601,553,474,346
"H2AQ1P",204,158,180,217,259,208,208,140
"FGF13",6795,5339,6959,6308,7145,6638,8121,6283
"MIR504",26,20,19,17,34,27,11,21
"F9",51,55,27,28,25,34,35,24
"AL161777.1",522,378,156,155,459,423,161,139
"CXorf66",35,16,34,16,33,28,36,32
"AL589987.2",699,463,796,859,1119,965,1251,1045
"AL589987.1",460,365,541,461,444,416,506,394
"FO393408.1",43,36,45,52,51,40,71,49
"AL844175.1",359,318,256,194,339,322,324,239
"RNU6-3P",540,338,605,642,561,502,699,510
"MAGEC1",207,171,217,209,192,147,265,229
"AL023773.2",1236,920,1411,1314,954,888,1379,1034
"MAGEC2",592,494,430,383,504,452,435,399
"AL109620.1",9757,7122,10176,10199,7897,7006,11343,8916
"SPANXN4",82,82,103,114,74,67,129,100
"RN7SKP149",150,135,167,138,118,107,146,131
"PGBD4P6",1012,788,1318,1388,1224,1068,1495,1176
"AL500522.2",638,612,779,664,743,677,937,765
"RRM2P4",841,675,511,499,663,613,538,389
"SPANXN1",1029,829,1060,1037,1073,908,1163,906
"MIR892C",1545,1240,1111,1002,1653,1377,1403,1086
"MIR890",46,38,29,22,66,48,48,23
"MIR892A",418,365,431,416,372,330,409,283
"MIR892B",692,535,1127,1152,694,593,1114,944
"RNA5SP517",353,323,611,524,319,264,660,503
"ANKRD11P2",1264,990,1103,1004,1189,1074,1032,843
"CXorf51B",151,119,68,108,149,111,99,85
"Z99497.2",580,486,742,688,550,513,884,603
"AL589669.1",406,314,354,275,257,284,344,270
"MIR508",511,417,639,553,543,532,573,488
"MIR509-3",147,113,74,58,133,125,111,68
"MIR514A1",348,234,464,483,327,287,472,353
"AL591022.1",6166,5576,5980,4989,5151,4624,6047,4474
"AL096861.1",111,105,56,55,157,157,85,87
"AC016925.2",75,55,69,56,65,43,65,49
"L29074.1",337,274,330,306,583,481,444,360
"L29074.2",282,246,383,298,525,419,447,362
"FMR1",470,352,587,606,657,545,706,553
"FMR1-IT1",490,413,479,429,368,297,485,308
"FTH1P8",1979,1727,2461,2013,2248,2089,2791,2142
"AFF2",948,757,1163,1193,1206,931,1309,1066
"MAGEA9B",1119,912,958,814,929,883,1171,911
"TMEM185AP1",550,446,484,433,389,309,474,336
"HSFX1",151,143,88,95,87,80,72,50
"DUTP4",597,453,568,532,848,782,726,559
"LINC00894",541,504,554,470,549,509,713,466
"MTM1",374,254,345,388,375,314,372,319
"MTMR1",26,36,21,15,36,29,17,18
"RPL12P50",620,453,443,469,736,605,560,475
"KC877982.1",740,584,870,885,738,632,904,748
"AF274853.1",1464,1142,1590,1646,1741,1515,1721,1362
"PRRG3",47,31,73,48,30,34,55,53
"FATE1",25,21,15,16,26,20,16,24
"MAGEA10",515,436,476,445,624,566,582,405
"RNU6-764P",632,512,602,550,406,409,515,366
"MIR105-1",1284,1228,1023,850,1377,1306,1080,762
"MIR767",576,364,427,510,700,614,657,547
"AC244102.4",822,663,761,813,799,649,967,699
"AC244102.2",699,584,873,765,657,566,938,705
"CSAG1",270,197,172,177,265,243,241,168
"MAGEA12",896,622,1035,1104,924,748,1124,843
"CSAG4",3202,2363,3931,3886,2976,2694,4030,3394
"MAGEA2",269,196,266,286,333,314,293,247
"CSAG3",1743,1457,1880,1786,2030,1745,2235,1704
"PNMA5",1309,1136,1071,956,1650,1511,1481,1236
"AC243428.1",234,187,272,229,345,271,368,269
"PNMA6B",54,39,32,28,68,58,70,53
"MAGEA1",46,37,86,63,17,19,55,42
"AC236972.2",350,261,252,269,503,434,319,245
"AC236972.1",527,482,649,564,440,417,537,380
"AC236972.4",1003,829,796,678,1226,1168,1068,856
"ZFP92",762,687,784,672,555,597,754,644
"ATP2B3",33,25,34,24,20,19,21,12
"KRT18P48",82,62,43,32,62,53,56,45
"RPL18AP16",1471,1235,1549,1423,2161,1880,2362,1816
"SRPK3",743,658,520,502,750,636,678,504
"IDH3G",372,301,265,253,428,391,336,263
"L1CAM",63,58,39,26,55,47,24,20
"LCA10",61,60,61,62,47,56,92,72
"AVPR2",18,16,43,35,14,10,33,21
"HCFC1",452,331,485,513,476,453,610,496
"HCFC1-AS1",286,185,317,352,314,295,423,321
"MIR3202-1",153,158,93,118,175,159,150,116
"MIR3202-2",43,20,24,32,22,22,22,22
"MIR718",3138,2375,4303,4027,3183,2807,4860,3926
"OPN1LW",423,307,600,542,530,473,600,457
"OPN1MW2",304,196,208,177,257,200,262,182
"OPN1MW3",91,72,46,48,85,59,63,43
"TEX28",77,48,56,65,53,47,60,52
"TKTL1",596,536,634,483,514,496,369,292
"EMD",28,27,34,29,5,4,11,16
"DNASE1L1",10255,7802,7512,8250,7583,6249,8601,6627
"UBL4A",1548,1152,1664,1834,1316,1020,1649,1253
"FAM3A",610,501,682,646,701,671,746,569
"AC244107.2",1137,951,1052,1000,1198,1124,1129,895
"FAM223B",302,259,244,235,312,297,220,193
"MIR1184-1",590,495,489,412,816,686,580,424
"BX842559.1",6236,5812,5478,4725,5230,4660,5858,4708
"BX293995.1",1249,1087,946,877,822,815,862,629
"BX682237.1",3249,2287,3020,3207,2440,2037,2929,2528
"TMLHE-AS1",93,68,47,47,77,68,59,36
"SPRY3",698,616,756,642,724,679,757,577
"IL9R",23,30,25,27,27,27,26,22
"WASIR1",609,490,668,600,619,498,631,539
"WASH6P",274,224,216,175,307,255,226,199
"SEPTIN14P8",387,265,350,402,388,306,398,364
"AC136777.2",1494,1108,1743,1877,2367,1971,2219,1690
"TDRP",221,213,128,102,246,265,159,134
"AC100797.4",66,48,48,41,55,40,50,45
"AC110288.1",90,72,156,142,126,111,222,152
"AF067845.2",325,258,462,395,313,258,457,339
"AF067845.4",1291,1031,1661,1636,1352,1159,1830,1448
"AC100810.2",389,335,411,407,402,356,368,303
"AC100810.3",90,92,78,80,49,60,74,49
"ARHGEF10",289,239,270,278,230,226,265,268
"AC019257.7",17,18,14,8,25,17,19,13
"AC019257.1",25,27,23,13,13,8,34,25
"KBTBD11",348,296,308,290,335,323,321,265
"AC245187.2",48,51,38,28,86,67,34,24
"AC245187.1",516,440,531,470,467,421,520,405
"AC115485.1",159,136,163,133,141,151,192,140
"AC010941.1",33,38,42,27,44,50,38,28
"AC019176.1",1211,1115,1133,888,844,828,927,705
"RN7SL318P",659,425,486,526,692,590,639,456
"AC007718.1",34,35,41,41,56,57,27,31
"AC091193.1",19,13,33,30,17,21,33,24
"AF287957.1",1484,1041,1817,1887,1941,1699,2223,1797
"MCPH1-AS1",673,533,698,719,575,558,696,531
"MIR4659A",27,25,29,19,44,25,25,18
"DEFA4",210,156,173,146,213,157,188,135
"DEFT1P",401,302,335,325,400,345,376,254
"AF238378.1",2910,2503,3844,3378,2912,2647,3723,2996
"RPS3AP30",1709,1628,1950,1584,1700,1528,1784,1459
"SNRPCP6",1044,927,1105,892,962,891,1358,966
"AF228730.4",417,298,400,388,548,437,519,380
"FAM90A3P",44,39,48,43,57,39,70,55
"DEFB108C",140,86,135,129,74,68,149,105
"DEFB4B",54,55,66,55,69,49,55,41
"DEFB106B",275,178,431,395,360,268,409,320
"DEFB105B",1690,1649,2219,1890,2005,1928,2179,1716
"PRR23D1",47,29,29,27,24,25,31,34
"AC084121.1",17,15,13,8,17,29,12,11
"OR7E154P",2820,2325,2829,2389,2595,2398,2732,2066
"FAM90A16P",1943,1565,1372,1251,1806,1641,1650,1272
"FAM90A17P",1860,1480,1521,1617,1807,1534,1699,1367
"FAM90A9P",438,300,328,421,486,390,447,395
"PRR23D2",26,13,17,21,37,21,19,22
"DEFB106A",510,404,639,547,555,505,617,492
"HSPD1P2",19,18,17,19,21,35,22,23
"AC130365.1",343,326,555,560,531,496,629,391
"USP17L8",133,89,205,234,114,135,257,161
"USP17L3",294,221,383,396,325,297,479,388
"FAM90A11P",382,340,254,205,436,373,241,199
"FAM90A24P",30,31,57,44,17,12,31,22
"AC105233.5",1725,1437,1790,1652,1645,1467,1941,1632
"MIR548I3",266,168,207,213,253,245,223,181
"AC103957.1",213,146,178,186,219,204,253,191
"AC103957.2",415,395,444,401,410,323,585,394
"AC114550.1",406,311,347,354,364,323,386,280
"RN7SL178P",257,203,200,246,315,267,300,207
"RNU6-682P",682,518,969,1051,718,647,1287,872
"AC022784.1",98,86,80,65,81,69,94,71
"AC022784.2",1665,1406,1855,1550,2102,1905,2346,1834
"RNU6-1151P",171,127,124,148,158,158,94,90
"AC021242.1",1395,1257,2479,2039,1657,1449,2415,1954
"TNKS",180,167,178,146,260,233,269,200
"MIR124-1HG",22,14,24,18,22,21,29,19
"AC034111.2",5320,4933,7124,6016,6137,5347,7557,5572
"AC104964.4",522,448,502,521,671,552,706,527
"RNU6-729P",299,216,253,290,318,225,374,273
"MIR4286",403,341,217,244,497,444,350,272
"C8orf74",103,80,96,130,97,92,112,86
"RNA5SP252",16,18,15,26,9,11,11,3
"SOX7",18,20,12,13,18,23,12,9
"PINX1",73,65,41,44,87,58,62,43
"MIR1322",446,386,395,394,417,364,447,319
"XKR6",353,291,260,237,409,367,292,233
"AF131215.5",16,9,17,17,12,8,17,12
"AF131215.7",12,16,12,16,14,9,29,15
"MTMR9",485,393,427,413,506,437,557,449
"AF131216.1",22,21,12,12,66,66,34,28
"BLK",817,671,967,988,1270,1088,1353,1072
"AC022239.1",503,432,298,303,496,463,476,338
"LINC00208",17,19,19,18,27,24,36,15
"SUB1P1",288,255,173,123,175,173,164,98
"FDFT1",506,435,505,433,421,383,452,374
"CTSB",329,234,266,229,547,506,350,281
"OR7E158P",233,182,198,202,233,188,221,188
"AC107918.5",139,92,74,42,180,172,87,62
"DEFB135",166,128,71,55,63,73,73,55
"DEFB134",235,233,237,178,255,216,234,162
"DEFB131E",2365,2006,2110,1843,2170,2111,2329,1725
"AC107918.1",76,83,53,76,41,25,69,52
"DEFB131C",63,45,37,29,60,54,43,43
"AC145124.1",1582,1267,1402,1589,1439,1294,1394,1224
"DEFB108E",3359,2393,3395,3519,4031,3526,4480,3737
"FAM66A",195,119,232,257,89,94,187,154
"ALG1L12P",52,37,43,27,37,23,42,39
"FAM86B2",506,331,495,566,404,358,482,412
"AC068587.4",5842,4956,5773,4896,5272,4898,5904,4478
"AC130352.1",1755,1459,1500,1255,1665,1578,1743,1303
"OR7E15P",87,60,63,64,99,107,84,71
"MIR3926-1",2235,1716,3348,3114,2491,2187,3766,2692
"LINC00681",36,40,46,43,44,38,63,43
"TRMT9B",245,217,295,237,304,262,279,219
"MTND4P7",887,722,1026,1126,958,816,1195,870
"AC022690.2",569,491,511,435,489,452,562,414
"AC022690.1",761,744,903,682,590,568,786,639
"AC023538.1",218,190,116,116,217,188,185,136
"RNU6-397P",118,86,94,114,177,143,120,110
"AC084838.1",411,279,431,432,360,356,521,376
"PPM1AP1",61,35,42,54,28,40,43,36
"AC018437.2",25,25,9,12,35,27,17,16
"RN7SL474P",44,35,31,34,21,27,46,26
"AC079193.2",2831,2594,2504,2067,3041,2925,3129,2374
"SLC7A2",1866,1728,1290,1044,1876,1765,1441,1009
"AP006248.2",3377,2730,3249,2949,4145,3632,4004,3019
"AP006248.1",34,26,29,30,25,20,25,26
"AC087273.1",123,106,112,132,301,224,248,186
"NATP",351,270,427,474,439,341,509,416
"AC025062.2",94,98,70,67,114,102,114,69
"PSD3",3493,2731,4995,4736,4243,4027,6120,4795
"AC100800.1",528,438,542,418,491,501,500,372
"AC009884.1",15,22,20,21,17,14,24,22
"AC068880.3",398,352,314,277,577,438,336,253
"AC068880.2",454,342,436,424,604,502,525,397
"AC068880.5",394,328,412,356,215,185,396,287
"AC090541.1",25086,21466,27487,25401,22020,18922,24834,19432
"RPL30P9",582,425,804,870,607,531,936,778
"LZTS1",486,376,507,424,441,403,455,373
"AC022559.1",778,596,898,963,853,725,932,703
"AC103719.1",2014,1468,2315,2540,2568,2241,2761,2128
"OR6R2P",438,365,348,251,444,397,386,297
"DMTN",96,80,60,70,98,79,73,72
"AC105206.1",223,210,166,156,271,234,185,139
"PHYHIP",15,15,16,11,12,9,10,12
"POLR3D",878,662,1457,1391,788,673,1551,1156
"AC105206.2",818,526,1029,1182,797,686,1316,1003
"SLC39A14",144,105,139,153,121,126,149,119
"AC105910.1",418,299,448,547,505,450,534,419
"PPP3CC",107,89,83,52,102,70,98,67
"AC037459.1",103,84,78,71,95,58,78,70
"EGR3",22,21,10,14,16,6,23,10
"AC105046.2",412,293,426,431,502,413,499,380
"PEBP4",575,447,516,540,583,467,547,445
"AC037441.2",698,500,877,882,717,615,1009,756
"RHOBTB2",2085,1940,1695,1333,2666,2450,2455,1824
"TNFRSF10A-AS1",321,260,533,549,344,293,648,471
"AC100861.1",2880,2515,4970,4184,4779,4409,4928,3672
"AC100861.2",421,332,392,396,332,266,360,254
"AC104561.1",270,187,173,177,212,219,216,156
"AC104561.4",22,20,15,24,22,24,25,12
"AC104561.3",298,231,287,305,209,209,359,248
"SLC25A37",569,465,621,564,616,547,657,499
"SINHCAFP3",399,299,336,396,382,295,361,306
"NKX3-1",1055,707,1332,1380,986,930,1402,1191
"RNU1-148P",657,643,290,240,971,840,275,230
"ADAMDEC1",189,136,190,193,184,162,243,201
"NEFM",44,22,27,31,24,29,30,20
"NEFL",308,226,245,177,255,220,221,160
"MIR6841",515,485,398,313,689,675,541,437
"GNRH1",1231,950,1282,1106,1162,1097,1414,1075
"AC091185.1",611,469,620,723,616,566,799,665
"AC009623.3",2976,2117,2785,3018,3429,2766,3516,2688
"AC090103.1",153,141,100,83,116,94,121,74
"BNIP3L",981,802,776,692,951,854,869,652
"PNMA2",43,41,58,45,24,22,29,13
"AC091675.1",459,360,435,494,442,375,514,406
"COX6B1P4",189,135,192,225,162,129,278,220
"EPHX2",275,216,340,303,266,216,321,269
"AC013643.3",123,83,117,86,143,119,151,132
"MIR3622B",4693,4088,6098,5233,4919,4623,6815,5146
"AC104997.1",810,732,686,636,767,744,611,463
"AC069113.1",221,188,236,282,401,311,374,290
"ELP3",475,405,573,615,655,612,659,470
"FBXO16",450,342,405,389,676,619,634,481
"FZD3",174,114,129,162,268,204,227,145
"INTS9-AS1",351,318,383,392,341,334,416,306
"RNA5SP260",681,537,884,896,711,685,1027,757
"KIF13B",1084,986,782,670,1031,888,988,760
"AC084262.2",726,615,412,365,721,628,422,314
"AC084026.3",921,709,647,679,831,767,792,669
"LINC02099",703,576,694,693,1025,924,794,626
"RNU6-1218P",204,196,177,140,282,266,240,194
"AC044849.1",357,272,489,432,466,413,494,416
"RPS15AP24",1050,829,1393,1161,531,468,867,623
"MBOAT4",240,162,216,207,265,232,259,192
"DCTN6",2147,1883,2766,2433,2365,2249,2787,2186
"AC090820.2",16,13,5,13,22,18,17,15
"RBPMS-AS1",37,30,35,46,32,21,36,28
"RBPMS",540,431,685,629,538,402,717,635
"AC102945.1",1113,823,874,905,1138,1066,1231,907
"UBXN8",271,239,394,383,375,366,467,382
"AC008066.1",730,685,641,546,705,673,527,431
"WRN",331,260,300,300,348,325,307,257
"SUMO2P16",1639,1579,1137,952,2064,1813,1689,1231
"AC068672.3",25,10,18,12,32,19,19,14
"RNA5SP261",498,428,506,391,391,402,458,323
"NRG1",1226,1131,1288,1124,830,753,1119,891
"AC068931.1",100,80,70,57,104,93,101,68
"AC090204.1",56714,37621,48967,52812,25057,20857,37446,31049
"AC104027.1",951,681,1005,968,1160,968,1136,857
"RNU6-528P",51,33,25,31,63,48,30,35
"FUT10",1810,1394,1426,1384,1785,1655,1584,1298
"AC091144.1",24,10,14,17,17,16,23,25
"AF279873.3",112,79,61,65,87,76,55,57
"AF279873.4",1912,1597,1676,1551,2057,1861,1782,1328
"AC090993.1",1017,879,1195,991,890,835,1103,908
"AC087855.1",1198,1030,1500,1333,1414,1299,1698,1224
"RPL10AP3",64,45,47,31,81,78,64,39
"LINC01288",839,692,585,533,831,785,719,574
"AC090740.1",260,179,293,355,284,227,323,256
"LSM12P1",564,469,536,553,667,603,661,511
"AC124290.3",641,497,810,805,796,579,924,789
"MTND6P19",544,423,569,616,563,483,647,522
"RPL23P10",401,378,354,303,499,452,462,378
"KCNU1",935,745,1002,1059,1124,946,1080,860
"AC092818.1",1839,1785,2306,1868,1737,1761,2129,1538
"SMARCE1P4",820,700,745,748,1071,864,904,691
"AC091182.1",1612,1429,2108,1814,1572,1520,2259,1733
"LINC01605",40,56,40,37,47,45,31,33
"AC124067.1",278,193,319,392,276,216,374,282
"AC138356.3",55,60,76,64,72,64,69,47
"AC138356.2",38,38,17,14,27,21,14,22
"RAB11FIP1",414,315,395,412,433,391,455,326
"AC144573.1",654,587,841,699,842,785,921,740
"RPL12P48",375,331,490,386,426,377,591,425
"RNU6-988P",2437,2003,1932,1776,3059,2696,2079,1549
"AC084024.1",24,20,17,8,23,15,21,17
"LSM1",48,26,28,38,28,36,33,30
"AC084024.2",198,150,246,218,237,207,250,224
"AC087362.2",452,361,512,496,584,477,625,475
"RPS20P22",30,21,18,32,25,14,28,32
"TACC1",636,523,510,414,750,695,703,488
"AC016813.1",686,640,725,637,638,621,692,565
"SNORD38D",330,297,273,198,240,196,229,183
"RPL3P10",460,316,544,667,561,413,583,412
"ADAM2",192,127,204,230,228,172,220,169
"AP005902.2",273,243,190,189,302,325,209,167
"AC007991.1",702,592,545,489,425,431,495,474
"LINC02866",54,55,37,50,65,59,57,40
"TCIM",623,544,532,477,710,638,609,473
"SIRLNT",1013,921,1150,993,729,688,976,726
"AC010857.1",2306,1973,2216,1907,2605,2251,2320,1771
"SFRP1",124,107,108,131,123,109,138,126
"RPS29P2",409,272,306,348,505,381,416,301
"RNU6-895P",750,653,652,647,903,716,858,617
"AC027702.1",183,169,213,175,127,122,151,116
"AC103724.3",452,330,343,411,384,342,372,275
"CHRNA6",510,466,414,299,393,387,327,238
"AC087533.1",74,70,52,35,24,26,45,35
"MIR4469",3141,2450,2317,2259,2506,2157,2362,1815
"HOOK3",1311,848,1403,1505,1563,1361,1851,1495
"AC022616.2",856,778,1026,958,905,833,905,651
"AC022616.5",24,17,13,11,11,12,11,11
"AC022616.7",904,663,742,789,722,564,745,565
"AC134698.1",847,794,888,718,1119,1074,1149,923
"AC134698.4",230,162,173,179,197,177,144,100
"AC134698.3",137,149,99,80,103,85,135,85
"CYP4F44P",379,356,263,203,445,388,325,248
"AC139365.1",859,826,640,540,957,903,801,536
"AC118650.1",38,37,17,17,41,40,36,22
"AC021451.1",3609,2687,4353,4430,3725,3448,4356,3731
"LINC00293",278,167,215,248,258,203,309,209
"MTND2P38",21,14,8,9,30,20,9,6
"MTND1P7",1023,838,848,684,949,871,1178,944
"MTND6P20",1145,877,1271,1128,2187,1932,1258,1007
"AC091163.2",173,128,159,146,194,174,177,156
"RNU6-819P",96,85,95,90,111,76,121,73
"AC120036.3",21,23,42,37,27,16,64,45
"AC120036.2",56,38,55,45,61,31,62,41
"AC024451.2",24,24,23,16,24,22,23,20
"RNU6-665P",472,351,562,531,355,326,561,412
"AC021236.1",72,72,55,37,50,31,50,39
"AC026904.2",351,275,449,462,379,332,459,399
"EFCAB1",299,213,259,302,336,284,404,266
"AC100805.1",973,914,1508,1215,1426,1369,1507,1195
"AC013701.1",2337,1899,2760,2693,2676,2196,3273,2340
"AC044893.2",306,276,504,508,430,422,590,424
"RFPL4AP7",49,58,53,40,62,42,52,45
"AC090155.2",235,170,129,119,291,227,203,138
"PSAT1P1",122,110,230,213,205,215,256,245
"AC090539.1",297,246,562,557,268,241,562,415
"AC090539.2",199,168,245,293,350,324,320,246
"CYCSP22",964,746,1012,1004,962,870,1189,988
"AC087272.1",833,636,950,964,1020,864,1108,849
"PXDNL",970,784,954,923,1136,1019,1191,921
"BTF3P1",761,635,762,695,1039,931,935,723
"AC064807.2",543,431,670,624,501,478,649,484
"AC113139.1",154,138,121,91,173,158,181,150
"AC009800.1",30,32,42,35,41,36,56,38
"AC131902.1",164,124,179,202,218,171,206,174
"AC022034.3",39,25,19,25,34,24,22,25
"AC022034.1",2925,2583,3402,3189,2795,2542,3767,2860
"ATP6V1H",1008,910,992,798,1002,802,1033,772
"TCEA1",1067,938,1121,1003,1106,1028,1104,952
"AC100821.1",487,345,570,547,589,514,610,428
"AC100821.2",162,123,159,179,141,140,194,143
"LYPLA1",5784,5310,5393,4748,5630,5310,5397,4329
"RNU6ATAC32P",33,19,21,22,29,17,24,22
"AC027250.2",797,596,1112,1098,844,761,1200,912
"RN7SL250P",9,19,24,18,11,11,27,25
"RP1",23,12,10,17,24,22,28,13
"AC090151.1",79,85,51,39,53,51,41,28
"XKR4",303,254,475,445,274,253,454,323
"AC022679.2",18,24,7,20,6,9,11,8
"AC090200.1",1704,1545,1573,1268,1033,963,950,782
"RN7SL798P",698,594,628,619,585,546,679,539
"SNORD54",177,140,167,137,160,155,195,144
"CERNA3",3368,3226,4054,3252,3161,2894,3971,2930
"AC107376.1",2942,2636,4761,4046,3184,3049,5082,4222
"AC107952.2",98,77,73,73,55,26,63,59
"AC013644.1",60,23,21,12,42,40,43,27
"AC009597.1",112,85,62,72,119,118,91,68
"AC025674.2",15,14,15,14,11,9,20,8
"RNU6-596P",299,276,340,293,427,364,387,272
"AC104051.2",33,26,9,13,36,38,16,6
"LINC01602",116,101,137,125,121,116,112,107
"FAM110B",51,36,48,61,54,49,72,70
"AC027698.1",1932,1758,1777,1531,1834,1707,1994,1533
"AC092819.1",266,208,142,131,203,176,132,92
"AC092819.2",209,156,209,221,110,129,187,153
"AC009927.1",1231,1013,1489,1404,1283,1088,1467,1208
"NSMAF",56,36,44,50,36,22,53,36
"AC090152.1",949,807,887,739,895,791,813,621
"AC107934.2",928,747,1175,1214,662,556,944,763
"LINC01301",33,30,22,30,21,17,30,21
"AC068389.2",78,52,80,66,145,102,120,84
"CHD7",12,13,10,14,20,18,12,8
